Timestamp,q0,q1,q2,q3,gyroX,gyroY,gyroZ,accX,accY,accZ
1447550804242630000.00,0.01,-0.04,-0.24,0.97,-0.02,-0.04,0.11,0.91,0.23,9.74
1447550804262610000.00,0.01,-0.04,-0.24,0.97,-0.02,-0.03,0.11,0.90,0.22,9.72
1447550804282550000.00,0.01,-0.04,-0.24,0.97,-0.02,-0.03,0.10,0.94,0.21,9.74
1447550804302570000.00,0.01,-0.04,-0.24,0.97,-0.02,-0.04,0.10,0.94,0.22,9.77
1447550804322570000.00,0.01,-0.04,-0.24,0.97,-0.03,-0.04,0.10,0.95,0.20,9.76
1447550804342570000.00,0.01,-0.04,-0.24,0.97,-0.02,-0.03,0.09,0.95,0.18,9.74
1447550804362550000.00,0.01,-0.04,-0.24,0.97,-0.02,-0.03,0.09,0.96,0.21,9.77
1447550804382600000.00,0.01,-0.04,-0.24,0.97,-0.02,-0.03,0.08,0.96,0.23,9.76
1447550804402570000.00,0.01,-0.04,-0.24,0.97,-0.02,-0.02,0.09,0.95,0.21,9.80
1447550804422520000.00,0.01,-0.04,-0.24,0.97,-0.01,-0.01,0.08,0.95,0.20,9.80
1447550804442570000.00,0.01,-0.04,-0.24,0.97,-0.01,0.01,0.08,0.99,0.15,9.79
1447550804462530000.00,0.01,-0.04,-0.24,0.97,-0.01,0.01,0.08,1.02,0.17,9.79
1447550804482600000.00,0.01,-0.04,-0.24,0.97,-0.02,0.03,0.08,1.05,0.17,9.79
1447550804502520000.00,0.01,-0.04,-0.24,0.97,-0.02,0.03,0.08,1.12,0.16,9.77
1447550804522530000.00,0.01,-0.04,-0.24,0.97,-0.04,0.04,0.08,1.12,0.17,9.76
1447550804542600000.00,0.01,-0.04,-0.24,0.97,-0.04,0.05,0.08,1.15,0.16,9.76
1447550804562600000.00,0.01,-0.04,-0.24,0.97,-0.06,0.06,0.06,1.18,0.15,9.77
1447550804582550000.00,0.01,-0.04,-0.24,0.97,-0.07,0.06,0.05,1.18,0.12,9.77
1447550804602600000.00,0.00,-0.04,-0.24,0.97,-0.07,0.06,0.04,1.15,0.10,9.74
1447550804622560000.00,0.00,-0.04,-0.24,0.97,-0.08,0.07,0.04,1.14,0.06,9.74
1447550804642570000.00,0.00,-0.04,-0.24,0.97,-0.09,0.07,0.04,1.10,0.05,9.76
1447550804662600000.00,0.00,-0.04,-0.24,0.97,-0.10,0.07,0.04,1.07,0.03,9.73
1447550804682530000.00,0.00,-0.04,-0.24,0.97,-0.09,0.08,0.04,1.04,0.03,9.75
1447550804702540000.00,0.00,-0.04,-0.24,0.97,-0.09,0.09,0.03,0.97,0.00,9.74
1447550804722590000.00,0.00,-0.04,-0.24,0.97,-0.08,0.09,0.03,0.90,-0.01,9.74
1447550804742540000.00,0.00,-0.04,-0.24,0.97,-0.07,0.10,0.03,0.86,-0.02,9.74
1447550804762570000.00,0.00,-0.03,-0.24,0.97,-0.06,0.11,0.03,0.83,-0.06,9.77
1447550804782510000.00,0.00,-0.03,-0.24,0.97,-0.04,0.12,0.02,0.81,-0.07,9.76
1447550804802530000.00,0.00,-0.03,-0.24,0.97,-0.03,0.12,0.02,0.84,-0.10,9.77
1447550804822540000.00,0.00,-0.03,-0.24,0.97,-0.02,0.12,0.02,0.86,-0.10,9.75
1447550804842520000.00,0.00,-0.03,-0.24,0.97,0.00,0.13,0.01,0.87,-0.10,9.76
1447550804862580000.00,0.00,-0.03,-0.24,0.97,0.01,0.13,0.01,0.86,-0.09,9.76
1447550804882490000.00,0.00,-0.03,-0.24,0.97,0.02,0.12,0.01,0.83,-0.10,9.78
1447550804902540000.00,0.00,-0.03,-0.25,0.97,0.03,0.12,0.00,0.80,-0.09,9.76
1447550804922540000.00,0.00,-0.03,-0.25,0.97,0.04,0.12,0.01,0.80,-0.08,9.79
1447550804942540000.00,0.00,-0.02,-0.25,0.97,0.05,0.12,0.00,0.77,-0.08,9.79
1447550804962530000.00,0.00,-0.02,-0.25,0.97,0.06,0.11,0.00,0.73,-0.08,9.78
1447550804982490000.00,0.00,-0.02,-0.25,0.97,0.07,0.12,0.00,0.67,-0.07,9.78
1447550805002520000.00,0.00,-0.02,-0.25,0.97,0.08,0.13,-0.01,0.61,-0.05,9.80
1447550805022530000.00,0.00,-0.02,-0.25,0.97,0.09,0.13,-0.01,0.60,-0.06,9.78
1447550805042540000.00,0.01,-0.02,-0.25,0.97,0.08,0.13,-0.01,0.59,-0.05,9.76
1447550805062570000.00,0.01,-0.02,-0.25,0.97,0.10,0.13,-0.01,0.58,-0.04,9.77
1447550805082500000.00,0.01,-0.02,-0.25,0.97,0.09,0.14,0.00,0.58,-0.02,9.78
1447550805102560000.00,0.01,-0.02,-0.25,0.97,0.09,0.13,0.01,0.56,0.03,9.80
1447550805122540000.00,0.01,-0.02,-0.25,0.97,0.09,0.12,0.01,0.56,0.05,9.79
1447550805142520000.00,0.01,-0.01,-0.25,0.97,0.10,0.12,0.01,0.53,0.06,9.78
1447550805162540000.00,0.01,-0.01,-0.25,0.97,0.08,0.12,0.01,0.49,0.09,9.78
1447550805182510000.00,0.01,-0.01,-0.25,0.97,0.09,0.11,0.02,0.42,0.11,9.76
1447550805202570000.00,0.01,-0.01,-0.25,0.97,0.10,0.11,0.03,0.36,0.15,9.76
1447550805222530000.00,0.02,-0.01,-0.25,0.97,0.09,0.10,0.03,0.29,0.16,9.74
1447550805242520000.00,0.02,-0.01,-0.25,0.97,0.09,0.10,0.02,0.25,0.20,9.74
1447550805262560000.00,0.02,-0.01,-0.25,0.97,0.09,0.10,0.04,0.23,0.20,9.72
1447550805282510000.00,0.02,-0.01,-0.25,0.97,0.09,0.10,0.03,0.23,0.21,9.75
1447550805302560000.00,0.02,-0.01,-0.25,0.97,0.09,0.08,0.03,0.23,0.24,9.76
1447550805322550000.00,0.02,-0.01,-0.25,0.97,0.08,0.08,0.03,0.25,0.28,9.76
1447550805342540000.00,0.02,-0.01,-0.26,0.97,0.10,0.08,0.03,0.26,0.29,9.76
1447550805362560000.00,0.02,-0.01,-0.26,0.97,0.09,0.06,0.03,0.27,0.30,9.76
1447550805382510000.00,0.02,-0.01,-0.26,0.97,0.09,0.07,0.03,0.23,0.33,9.77
1447550805402540000.00,0.02,-0.01,-0.26,0.97,0.10,0.06,0.03,0.21,0.35,9.80
1447550805422530000.00,0.03,-0.01,-0.26,0.97,0.09,0.07,0.03,0.20,0.36,9.82
1447550805442520000.00,0.03,-0.01,-0.26,0.97,0.10,0.07,0.03,0.19,0.37,9.82
1447550805462540000.00,0.03,-0.01,-0.26,0.97,0.09,0.08,0.04,0.19,0.38,9.83
1447550805482500000.00,0.03,-0.01,-0.26,0.97,0.09,0.08,0.04,0.20,0.40,9.84
1447550805502560000.00,0.03,0.00,-0.26,0.97,0.08,0.07,0.04,0.17,0.42,9.83
1447550805522520000.00,0.03,0.00,-0.26,0.97,0.07,0.09,0.05,0.18,0.42,9.84
1447550805542480000.00,0.03,0.00,-0.26,0.97,0.07,0.09,0.04,0.17,0.44,9.82
1447550805562600000.00,0.03,0.00,-0.26,0.97,0.06,0.08,0.05,0.19,0.45,9.82
1447550805582510000.00,0.03,0.00,-0.26,0.97,0.05,0.08,0.05,0.19,0.44,9.80
1447550805602700000.00,0.03,0.00,-0.26,0.97,0.04,0.08,0.06,0.18,0.44,9.81
1447550805622520000.00,0.03,0.00,-0.26,0.97,0.02,0.06,0.06,0.15,0.45,9.80
1447550805642550000.00,0.03,0.00,-0.26,0.97,0.00,0.07,0.06,0.15,0.44,9.78
1447550805662600000.00,0.03,0.00,-0.26,0.97,-0.01,0.06,0.08,0.13,0.45,9.77
1447550805682720000.00,0.03,0.00,-0.26,0.97,-0.03,0.05,0.07,0.08,0.48,9.73
1447550805702540000.00,0.03,0.00,-0.26,0.97,-0.04,0.04,0.07,0.04,0.48,9.72
1447550805722680000.00,0.03,0.00,-0.26,0.97,-0.07,0.02,0.08,0.02,0.47,9.73
1447550805742650000.00,0.03,0.00,-0.26,0.97,-0.08,0.01,0.09,0.02,0.46,9.74
1447550805762730000.00,0.03,0.00,-0.26,0.97,-0.10,0.00,0.08,0.03,0.44,9.72
1447550805782650000.00,0.03,0.00,-0.26,0.97,-0.11,-0.02,0.08,0.06,0.42,9.73
1447550805802650000.00,0.03,0.00,-0.26,0.97,-0.11,-0.02,0.08,0.08,0.40,9.74
1447550805822650000.00,0.03,0.00,-0.26,0.97,-0.12,-0.04,0.08,0.11,0.40,9.78
1447550805842630000.00,0.03,0.00,-0.26,0.97,-0.12,-0.05,0.07,0.12,0.36,9.79
1447550805862690000.00,0.02,0.00,-0.26,0.97,-0.13,-0.04,0.08,0.16,0.33,9.83
1447550805882690000.00,0.02,0.00,-0.25,0.97,-0.12,-0.03,0.08,0.18,0.29,9.83
1447550805902660000.00,0.02,0.00,-0.25,0.97,-0.14,-0.04,0.08,0.18,0.26,9.85
1447550805922640000.00,0.02,0.00,-0.25,0.97,-0.14,-0.03,0.10,0.15,0.24,9.84
1447550805942630000.00,0.02,0.00,-0.25,0.97,-0.14,-0.01,0.09,0.13,0.22,9.86
1447550805962680000.00,0.02,0.00,-0.25,0.97,-0.14,-0.01,0.08,0.11,0.19,9.85
1447550805982730000.00,0.02,0.00,-0.25,0.97,-0.13,0.00,0.09,0.12,0.14,9.87
1447550806002670000.00,0.01,0.00,-0.25,0.97,-0.13,0.01,0.09,0.11,0.11,9.84
1447550806022670000.00,0.01,0.00,-0.25,0.97,-0.13,0.02,0.09,0.12,0.08,9.85
1447550806042630000.00,0.01,0.00,-0.25,0.97,-0.12,0.03,0.10,0.10,0.07,9.81
1447550806062720000.00,0.01,0.00,-0.25,0.97,-0.12,0.04,0.10,0.10,0.03,9.81
1447550806082720000.00,0.01,0.00,-0.25,0.97,-0.11,0.04,0.09,0.11,-0.01,9.82
1447550806102700000.00,0.01,0.00,-0.25,0.97,-0.11,0.05,0.09,0.12,-0.05,9.79
1447550806122660000.00,0.01,0.00,-0.25,0.97,-0.11,0.05,0.10,0.12,-0.07,9.75
1447550806142640000.00,0.01,0.00,-0.25,0.97,-0.09,0.05,0.10,0.13,-0.08,9.76
1447550806162690000.00,0.01,0.01,-0.25,0.97,-0.09,0.04,0.10,0.10,-0.09,9.73
1447550806182690000.00,0.01,0.01,-0.25,0.97,-0.08,0.04,0.10,0.09,-0.12,9.70
1447550806202690000.00,0.00,0.01,-0.25,0.97,-0.07,0.03,0.10,0.05,-0.14,9.70
1447550806222640000.00,0.00,0.01,-0.25,0.97,-0.06,0.02,0.10,-0.01,-0.17,9.67
1447550806242620000.00,0.00,0.01,-0.25,0.97,-0.05,0.02,0.10,-0.04,-0.17,9.69
1447550806262690000.00,0.00,0.01,-0.25,0.97,-0.05,0.01,0.09,-0.04,-0.17,9.68
1447550806282720000.00,0.00,0.01,-0.25,0.97,-0.03,0.01,0.09,-0.01,-0.18,9.73
1447550806302630000.00,0.00,0.01,-0.25,0.97,-0.02,-0.01,0.09,-0.01,-0.20,9.76
1447550806322680000.00,0.00,0.01,-0.25,0.97,-0.01,0.01,0.08,0.00,-0.20,9.80
1447550806342630000.00,0.00,0.01,-0.25,0.97,0.01,0.01,0.08,0.01,-0.20,9.85
1447550806362720000.00,0.00,0.01,-0.25,0.97,0.02,0.02,0.08,0.03,-0.20,9.84
1447550806382640000.00,0.00,0.01,-0.25,0.97,0.04,0.05,0.07,0.05,-0.20,9.84
1447550806402660000.00,0.00,0.01,-0.25,0.97,0.06,0.05,0.07,0.07,-0.22,9.82
1447550806422610000.00,0.00,0.01,-0.25,0.97,0.07,0.07,0.07,0.06,-0.17,9.83
1447550806442590000.00,0.00,0.01,-0.25,0.97,0.09,0.06,0.08,-0.01,-0.15,9.80
1447550806462650000.00,0.01,0.01,-0.25,0.97,0.10,0.07,0.06,-0.02,-0.15,9.79
1447550806482610000.00,0.01,0.01,-0.25,0.97,0.10,0.07,0.06,-0.05,-0.11,9.78
1447550806502600000.00,0.01,0.01,-0.25,0.97,0.12,0.08,0.06,-0.07,-0.09,9.75
1447550806522580000.00,0.01,0.01,-0.25,0.97,0.11,0.08,0.05,-0.11,-0.06,9.74
1447550806542600000.00,0.01,0.01,-0.25,0.97,0.11,0.07,0.05,-0.13,-0.05,9.77
1447550806562660000.00,0.01,0.01,-0.25,0.97,0.11,0.06,0.05,-0.14,-0.02,9.72
1447550806582610000.00,0.01,0.01,-0.25,0.97,0.10,0.06,0.04,-0.10,-0.02,9.70
1447550806602630000.00,0.01,0.01,-0.25,0.97,0.10,0.05,0.03,-0.06,0.01,9.69
1447550806622630000.00,0.01,0.01,-0.25,0.97,0.09,0.05,0.02,-0.05,0.03,9.71
1447550806642670000.00,0.02,0.01,-0.25,0.97,0.09,0.03,0.03,-0.02,0.04,9.76
1447550806662660000.00,0.02,0.01,-0.25,0.97,0.09,0.03,0.02,-0.05,0.06,9.77
1447550806682660000.00,0.02,0.01,-0.25,0.97,0.10,0.04,0.03,-0.09,0.08,9.80
1447550806702660000.00,0.02,0.01,-0.25,0.97,0.10,0.03,0.02,-0.12,0.11,9.79
1447550806722680000.00,0.02,0.01,-0.25,0.97,0.11,0.03,0.03,-0.15,0.14,9.77
1447550806742660000.00,0.02,0.01,-0.25,0.97,0.11,0.05,0.04,-0.23,0.17,9.77
1447550806762660000.00,0.02,0.01,-0.25,0.97,0.11,0.04,0.04,-0.27,0.18,9.80
1447550806782660000.00,0.02,0.01,-0.25,0.97,0.11,0.05,0.03,-0.25,0.19,9.82
1447550806802660000.00,0.02,0.01,-0.25,0.97,0.11,0.05,0.05,-0.20,0.20,9.82
1447550806822660000.00,0.03,0.01,-0.25,0.97,0.12,0.06,0.04,-0.16,0.22,9.82
1447550806842660000.00,0.03,0.01,-0.25,0.97,0.12,0.07,0.05,-0.10,0.24,9.84
1447550806862660000.00,0.03,0.01,-0.25,0.97,0.12,0.08,0.05,-0.07,0.28,9.84
1447550806882640000.00,0.03,0.01,-0.25,0.97,0.11,0.08,0.05,-0.05,0.32,9.84
1447550806902660000.00,0.03,0.01,-0.25,0.97,0.11,0.08,0.04,-0.02,0.32,9.81
1447550806922640000.00,0.03,0.01,-0.25,0.97,0.10,0.08,0.05,0.02,0.34,9.80
1447550806942660000.00,0.03,0.01,-0.25,0.97,0.10,0.08,0.05,-0.02,0.36,9.81
1447550806962660000.00,0.03,0.02,-0.25,0.97,0.08,0.08,0.05,-0.04,0.38,9.83
1447550806982660000.00,0.03,0.02,-0.25,0.97,0.07,0.08,0.04,-0.06,0.39,9.82
1447550807002640000.00,0.03,0.02,-0.25,0.97,0.06,0.08,0.04,-0.09,0.40,9.82
1447550807022660000.00,0.04,0.02,-0.25,0.97,0.04,0.08,0.03,-0.08,0.40,9.80
1447550807042660000.00,0.04,0.02,-0.25,0.97,0.03,0.08,0.03,-0.05,0.39,9.77
1447550807062660000.00,0.04,0.02,-0.25,0.97,0.01,0.07,0.03,-0.02,0.39,9.78
1447550807082660000.00,0.04,0.02,-0.25,0.97,-0.01,0.07,0.03,-0.02,0.39,9.80
1447550807102640000.00,0.04,0.02,-0.25,0.97,-0.04,0.06,0.03,-0.03,0.37,9.80
1447550807122660000.00,0.04,0.02,-0.25,0.97,-0.06,0.05,0.04,-0.03,0.37,9.81
1447550807142640000.00,0.03,0.02,-0.25,0.97,-0.09,0.05,0.04,-0.04,0.35,9.81
1447550807162640000.00,0.03,0.02,-0.25,0.97,-0.11,0.04,0.03,-0.08,0.33,9.82
1447550807182660000.00,0.03,0.02,-0.25,0.97,-0.13,0.04,0.05,-0.11,0.31,9.84
1447550807202660000.00,0.03,0.02,-0.25,0.97,-0.15,0.04,0.04,-0.13,0.30,9.85
1447550807222660000.00,0.03,0.02,-0.25,0.97,-0.16,0.05,0.04,-0.16,0.27,9.85
1447550807242700000.00,0.03,0.02,-0.25,0.97,-0.17,0.05,0.04,-0.20,0.24,9.82
1447550807262660000.00,0.03,0.02,-0.25,0.97,-0.18,0.05,0.05,-0.27,0.21,9.82
1447550807282660000.00,0.02,0.02,-0.25,0.97,-0.17,0.06,0.04,-0.34,0.18,9.84
1447550807302660000.00,0.02,0.03,-0.25,0.97,-0.17,0.04,0.04,-0.36,0.14,9.85
1447550807322660000.00,0.02,0.03,-0.25,0.97,-0.16,0.05,0.05,-0.36,0.10,9.84
1447550807342660000.00,0.02,0.03,-0.25,0.97,-0.15,0.06,0.05,-0.35,0.08,9.82
1447550807362660000.00,0.02,0.03,-0.25,0.97,-0.14,0.05,0.05,-0.32,0.05,9.85
1447550807382660000.00,0.02,0.03,-0.25,0.97,-0.14,0.06,0.05,-0.31,0.04,9.87
1447550807402650000.00,0.02,0.03,-0.25,0.97,-0.13,0.06,0.04,-0.29,-0.01,9.88
1447550807422650000.00,0.02,0.03,-0.25,0.97,-0.11,0.06,0.05,-0.29,-0.04,9.88
1447550807442680000.00,0.01,0.03,-0.25,0.97,-0.12,0.06,0.05,-0.28,-0.10,9.86
1447550807462660000.00,0.01,0.03,-0.25,0.97,-0.11,0.06,0.04,-0.28,-0.09,9.88
1447550807482660000.00,0.01,0.03,-0.25,0.97,-0.09,0.07,0.04,-0.32,-0.12,9.89
1447550807502660000.00,0.01,0.03,-0.25,0.97,-0.08,0.07,0.04,-0.35,-0.13,9.88
1447550807522660000.00,0.01,0.03,-0.25,0.97,-0.07,0.07,0.04,-0.37,-0.16,9.88
1447550807542670000.00,0.01,0.03,-0.26,0.97,-0.07,0.07,0.03,-0.41,-0.17,9.86
1447550807562680000.00,0.01,0.04,-0.26,0.97,-0.05,0.07,0.03,-0.44,-0.19,9.84
1447550807582680000.00,0.01,0.04,-0.26,0.97,-0.05,0.07,0.02,-0.45,-0.21,9.84
1447550807602680000.00,0.01,0.04,-0.26,0.97,-0.04,0.06,0.02,-0.46,-0.23,9.85
1447550807622680000.00,0.01,0.04,-0.26,0.97,-0.04,0.06,0.02,-0.46,-0.24,9.86
1447550807642690000.00,0.01,0.04,-0.26,0.97,-0.04,0.06,0.02,-0.48,-0.24,9.84
1447550807662680000.00,0.01,0.04,-0.26,0.97,-0.04,0.06,0.02,-0.47,-0.24,9.84
1447550807682680000.00,0.01,0.04,-0.26,0.97,-0.04,0.06,0.02,-0.47,-0.24,9.87
1447550807702680000.00,0.01,0.04,-0.26,0.97,-0.02,0.06,0.03,-0.50,-0.24,9.86
1447550807722640000.00,0.01,0.04,-0.26,0.97,-0.02,0.06,0.02,-0.53,-0.24,9.84
1447550807742680000.00,0.01,0.04,-0.26,0.97,-0.01,0.05,0.02,-0.57,-0.26,9.83
1447550807762680000.00,0.01,0.04,-0.26,0.97,-0.01,0.05,0.02,-0.61,-0.26,9.81
1447550807782680000.00,0.01,0.04,-0.26,0.96,-0.01,0.04,0.02,-0.66,-0.26,9.80
1447550807802680000.00,0.01,0.04,-0.26,0.96,0.01,0.05,0.02,-0.70,-0.27,9.80
1447550807822690000.00,0.01,0.04,-0.26,0.96,0.02,0.04,0.03,-0.72,-0.27,9.80
1447550807842680000.00,0.01,0.04,-0.26,0.96,0.02,0.03,0.03,-0.73,-0.27,9.80
1447550807862660000.00,0.01,0.04,-0.26,0.96,0.04,0.03,0.03,-0.71,-0.27,9.82
1447550807882660000.00,0.01,0.04,-0.26,0.96,0.04,0.03,0.04,-0.70,-0.28,9.81
1447550807902680000.00,0.01,0.04,-0.26,0.96,0.05,0.03,0.02,-0.67,-0.25,9.82
1447550807922660000.00,0.01,0.04,-0.26,0.96,0.05,0.02,0.03,-0.65,-0.25,9.82
1447550807942660000.00,0.01,0.04,-0.26,0.96,0.05,0.03,0.03,-0.62,-0.25,9.84
1447550807962680000.00,0.01,0.04,-0.26,0.96,0.06,0.04,0.03,-0.62,-0.25,9.84
1447550807982660000.00,0.01,0.04,-0.26,0.96,0.06,0.03,0.03,-0.62,-0.22,9.83
1447550808002690000.00,0.01,0.04,-0.26,0.96,0.07,0.03,0.03,-0.66,-0.20,9.83
1447550808022680000.00,0.01,0.04,-0.26,0.96,0.07,0.03,0.03,-0.71,-0.20,9.82
1447550808042680000.00,0.01,0.04,-0.26,0.96,0.07,0.03,0.04,-0.75,-0.19,9.82
1447550808062660000.00,0.01,0.04,-0.26,0.96,0.08,0.03,0.04,-0.79,-0.17,9.81
1447550808082680000.00,0.02,0.04,-0.26,0.96,0.07,0.04,0.03,-0.81,-0.16,9.79
1447550808102660000.00,0.02,0.04,-0.26,0.96,0.08,0.03,0.04,-0.80,-0.15,9.80
1447550808122680000.00,0.02,0.04,-0.26,0.96,0.09,0.03,0.02,-0.78,-0.13,9.81
1447550808142810000.00,0.02,0.04,-0.26,0.96,0.09,0.03,0.04,-0.75,-0.13,9.81
1447550808162800000.00,0.02,0.04,-0.26,0.96,0.09,0.02,0.03,-0.73,-0.11,9.82
1447550808182820000.00,0.02,0.04,-0.26,0.96,0.09,0.03,0.03,-0.70,-0.09,9.82
1447550808202830000.00,0.02,0.04,-0.26,0.96,0.09,0.02,0.03,-0.67,-0.07,9.81
1447550808222800000.00,0.02,0.04,-0.27,0.96,0.08,0.01,0.03,-0.65,-0.05,9.81
1447550808242780000.00,0.02,0.04,-0.27,0.96,0.09,0.02,0.04,-0.63,-0.02,9.82
1447550808262800000.00,0.02,0.04,-0.27,0.96,0.09,0.02,0.03,-0.65,-0.02,9.81
1447550808282810000.00,0.02,0.04,-0.27,0.96,0.09,0.01,0.03,-0.67,0.01,9.81
1447550808302820000.00,0.02,0.04,-0.27,0.96,0.09,0.01,0.03,-0.69,0.02,9.79
1447550808322800000.00,0.03,0.04,-0.27,0.96,0.09,0.01,0.03,-0.71,0.03,9.79
1447550808342800000.00,0.03,0.04,-0.27,0.96,0.10,0.01,0.03,-0.74,0.04,9.78
1447550808362800000.00,0.03,0.04,-0.27,0.96,0.10,-0.01,0.02,-0.76,0.04,9.78
1447550808382800000.00,0.03,0.04,-0.27,0.96,0.10,0.00,0.02,-0.74,0.05,9.78
1447550808402790000.00,0.03,0.04,-0.27,0.96,0.10,-0.01,0.01,-0.71,0.07,9.80
1447550808422810000.00,0.03,0.04,-0.27,0.96,0.09,0.00,0.02,-0.69,0.08,9.80
1447550808442800000.00,0.03,0.04,-0.27,0.96,0.10,0.01,0.01,-0.66,0.10,9.81
1447550808462800000.00,0.03,0.04,-0.27,0.96,0.09,0.00,0.00,-0.63,0.12,9.82
1447550808482790000.00,0.03,0.04,-0.27,0.96,0.08,0.00,0.00,-0.62,0.13,9.82
1447550808502800000.00,0.03,0.04,-0.27,0.96,0.08,0.00,0.00,-0.60,0.15,9.81
1447550808522800000.00,0.03,0.04,-0.27,0.96,0.07,0.02,0.01,-0.62,0.17,9.81
1447550808542800000.00,0.03,0.04,-0.27,0.96,0.07,0.01,0.00,-0.65,0.18,9.80
1447550808562800000.00,0.04,0.04,-0.27,0.96,0.06,0.01,0.00,-0.67,0.20,9.80
1447550808582770000.00,0.04,0.04,-0.27,0.96,0.05,0.01,0.00,-0.70,0.20,9.79
1447550808602800000.00,0.04,0.04,-0.27,0.96,0.05,0.01,0.00,-0.72,0.22,9.80
1447550808622770000.00,0.04,0.04,-0.27,0.96,0.05,0.01,0.00,-0.75,0.21,9.80
1447550808642800000.00,0.04,0.04,-0.27,0.96,0.04,0.02,0.01,-0.76,0.22,9.80
1447550808662800000.00,0.04,0.04,-0.27,0.96,0.03,0.03,0.00,-0.76,0.23,9.80
1447550808682790000.00,0.04,0.04,-0.28,0.96,0.02,0.03,0.00,-0.74,0.24,9.79
1447550808702800000.00,0.04,0.04,-0.28,0.96,0.01,0.03,0.01,-0.73,0.24,9.80
1447550808722760000.00,0.04,0.04,-0.28,0.96,0.00,0.03,0.01,-0.71,0.24,9.79
1447550808742800000.00,0.04,0.04,-0.28,0.96,-0.01,0.03,0.02,-0.70,0.24,9.80
1447550808762790000.00,0.04,0.04,-0.28,0.96,-0.03,0.03,0.02,-0.67,0.24,9.80
1447550808782800000.00,0.04,0.04,-0.28,0.96,-0.04,0.03,0.04,-0.67,0.23,9.80
1447550808802800000.00,0.04,0.04,-0.28,0.96,-0.05,0.03,0.04,-0.67,0.25,9.82
1447550808822820000.00,0.04,0.04,-0.28,0.96,-0.06,0.03,0.04,-0.69,0.22,9.81
1447550808842800000.00,0.03,0.04,-0.28,0.96,-0.07,0.03,0.05,-0.73,0.22,9.82
1447550808862770000.00,0.03,0.04,-0.28,0.96,-0.08,0.02,0.05,-0.77,0.20,9.81
1447550808882820000.00,0.03,0.04,-0.28,0.96,-0.08,0.04,0.05,-0.79,0.18,9.81
1447550808902800000.00,0.03,0.04,-0.28,0.96,-0.09,0.04,0.06,-0.79,0.17,9.81
1447550808922790000.00,0.03,0.04,-0.28,0.96,-0.08,0.03,0.05,-0.80,0.15,9.81
1447550808942790000.00,0.03,0.04,-0.28,0.96,-0.08,0.03,0.05,-0.82,0.13,9.80
1447550808962800000.00,0.03,0.04,-0.28,0.96,-0.09,0.03,0.05,-0.79,0.13,9.81
1447550808982780000.00,0.03,0.04,-0.28,0.96,-0.08,0.02,0.05,-0.79,0.10,9.79
1447550809002770000.00,0.03,0.05,-0.28,0.96,-0.07,0.03,0.04,-0.77,0.10,9.80
1447550809022800000.00,0.03,0.05,-0.28,0.96,-0.07,0.03,0.04,-0.75,0.10,9.79
1447550809042790000.00,0.03,0.05,-0.28,0.96,-0.06,0.01,0.03,-0.74,0.08,9.79
1447550809062790000.00,0.03,0.05,-0.28,0.96,-0.06,0.01,0.01,-0.75,0.07,9.78
1447550809082800000.00,0.03,0.05,-0.28,0.96,-0.06,0.00,0.01,-0.76,0.05,9.77
1447550809102790000.00,0.03,0.05,-0.28,0.96,-0.05,0.00,0.01,-0.80,0.03,9.77
1447550809122790000.00,0.03,0.05,-0.28,0.96,-0.04,-0.01,-0.01,-0.81,0.03,9.76
1447550809142750000.00,0.03,0.05,-0.28,0.96,-0.05,0.00,-0.02,-0.86,0.02,9.76
1447550809162750000.00,0.02,0.05,-0.28,0.96,-0.04,-0.01,-0.02,-0.87,0.01,9.78
1447550809182810000.00,0.02,0.05,-0.28,0.96,-0.03,-0.01,-0.03,-0.88,-0.01,9.77
1447550809202800000.00,0.02,0.05,-0.28,0.96,-0.02,-0.01,-0.04,-0.87,-0.02,9.80
1447550809222830000.00,0.02,0.05,-0.28,0.96,-0.02,-0.01,-0.05,-0.83,-0.04,9.80
1447550809242810000.00,0.02,0.05,-0.28,0.96,-0.02,-0.01,-0.05,-0.81,-0.05,9.79
1447550809262780000.00,0.02,0.05,-0.28,0.96,-0.01,-0.01,-0.06,-0.76,-0.06,9.80
1447550809282810000.00,0.02,0.05,-0.29,0.96,-0.01,-0.01,-0.06,-0.73,-0.08,9.77
1447550809302780000.00,0.02,0.05,-0.29,0.96,-0.01,-0.01,-0.06,-0.69,-0.08,9.79
1447550809322780000.00,0.02,0.05,-0.29,0.96,-0.01,0.00,-0.07,-0.70,-0.10,9.80
1447550809342810000.00,0.02,0.05,-0.29,0.96,-0.01,-0.02,-0.06,-0.69,-0.09,9.79
1447550809362790000.00,0.02,0.04,-0.29,0.96,-0.01,-0.03,-0.05,-0.69,-0.08,9.79
1447550809382780000.00,0.02,0.04,-0.29,0.96,-0.02,-0.02,-0.05,-0.70,-0.09,9.79
1447550809402780000.00,0.02,0.04,-0.29,0.95,-0.03,-0.02,-0.05,-0.71,-0.11,9.80
1447550809422750000.00,0.02,0.04,-0.29,0.95,-0.03,-0.02,-0.03,-0.72,-0.11,9.81
1447550809442810000.00,0.02,0.04,-0.29,0.95,-0.02,-0.01,-0.02,-0.72,-0.09,9.82
1447550809462780000.00,0.02,0.04,-0.29,0.95,-0.03,-0.02,-0.01,-0.71,-0.09,9.82
1447550809482770000.00,0.02,0.04,-0.30,0.95,-0.03,0.00,0.01,-0.69,-0.08,9.82
