Timestamp,range,velocity,correlation,evaluation,rssi
1.44755E+18,"[3.240000009536743, 3.2899999618530273, 3.109999895095825, 3.429999828338623]","[0.12400000542402267, 0.2880000174045563, -0.014000000432133675, 0.0]","[0.960784375667572, 0.9490196704864502, 0.8823530077934265, 0.9215686917304993]","[0.22352942824363708, 0.1725490242242813, 0.19215688109397888, 0.11764706671237946]","[72.9000015258789, 64.3499984741211, 66.5999984741211, 64.3499984741211]"
1.44755E+18,"[3.309999942779541, 3.259999990463257, 3.0899999141693115, 3.5]","[0.13199999928474426, 0.29100000858306885, -0.02200000174343586, 0.006000000052154064]","[0.9019608497619629, 0.9254902601242065, 1.0, 0.9843137860298157]","[0.20784315466880798, 0.24705883860588074, 0.22745099663734436, 0.12941177189350128]","[72.44999694824219, 73.79999542236328, 70.6500015258789, 69.75]"
1.44755E+18,"[3.369999885559082, 3.2200000286102295, 3.129999876022339, 3.559999942779541]","[0.11400000751018524, 0.2840000092983246, -0.013000000268220901, -0.004000000189989805]","[1.0, 0.9568628072738647, 0.8941177129745483, 0.9215686917304993]","[0.20784315466880798, 0.2392157018184662, 0.22352942824363708, 0.11372549831867218]","[71.54999542236328, 72.9000015258789, 69.29999542236328, 66.1500015258789]"
1.44755E+18,"[3.4600000381469727, 3.2100000381469727, 3.119999885559082, 3.5799999237060547]","[0.12200000882148743, 0.28200000524520874, -0.0020000000949949026, 0.005000000353902578]","[0.8627451658248901, 0.9137255549430847, 0.8784314393997192, 0.9764706492424011]","[0.2039215862751007, 0.24705883860588074, 0.22745099663734436, 0.1568627506494522]","[73.79999542236328, 72.9000015258789, 69.75, 68.8499984741211]"
1.44755E+18,"[3.4499998092651367, 3.2300000190734863, 3.119999885559082, 3.5799999237060547]","[0.11600000411272049, 0.2760000228881836, -0.013000000268220901, 0.0010000000474974513]","[0.9490196704864502, 0.9764706492424011, 0.9137255549430847, 0.8627451658248901]","[0.20000001788139343, 0.2352941334247589, 0.23137256503105164, 0.14509804546833038]","[71.0999984741211, 72.44999694824219, 70.6500015258789, 67.5]"
1.44755E+18,"[3.379999876022339, 3.2699999809265137, 3.0799999237060547, 3.609999895095825]","[0.125, 0.3050000071525574, -0.02200000174343586, 0.004000000189989805]","[1.0, 0.9372549653053284, 0.9411765336990356, 0.9843137860298157]","[0.19607844948768616, 0.22745099663734436, 0.20784315466880798, 0.10588236153125763]","[71.54999542236328, 73.3499984741211, 68.4000015258789, 63.44999694824219]"
1.44755E+18,"[3.319999933242798, 3.2699999809265137, 3.119999885559082, nan]","[0.1120000034570694, 0.30100002884864807, -0.014000000432133675, 0.0020000000949949026]","[0.9215686917304993, 0.9529412388801575, 1.0, 0.9960784912109375]","[0.20000001788139343, 0.24705883860588074, 0.2352941334247589, 0.0]","[71.54999542236328, 73.79999542236328, 70.6500015258789, 0.0]"
1.44755E+18,"[3.369999885559082, 3.259999990463257, 3.0899999141693115, nan]","[0.08400000631809235, 0.26600000262260437, 0.0020000000949949026, -0.01900000125169754]","[0.9529412388801575, 0.917647123336792, 1.0, 0.9450981020927429]","[0.20784315466880798, 0.2392157018184662, 0.21568629145622253, 0.0]","[72.0, 72.44999694824219, 71.0999984741211, 0.0]"
1.44755E+18,"[3.4099998474121094, 3.259999990463257, 3.0799999237060547, 3.509999990463257]","[0.09800000488758087, 0.26600000262260437, -0.005000000353902578, -0.0010000000474974513]","[0.9960784912109375, 0.9529412388801575, 0.9529412388801575, 0.9333333969116211]","[0.20784315466880798, 0.23137256503105164, 0.20784315466880798, 0.1568627506494522]","[71.54999542236328, 74.69999694824219, 70.19999694824219, 65.25]"
1.44755E+18,"[3.359999895095825, 3.240000009536743, 3.129999876022339, 3.5]","[0.10300000756978989, 0.2460000067949295, -0.009000000543892384, 0.0020000000949949026]","[0.874509871006012, 0.9647059440612793, 0.9058824181556702, 0.9411765336990356]","[0.22745099663734436, 0.25882354378700256, 0.21176472306251526, 0.18431372940540314]","[73.3499984741211, 76.04999542236328, 69.29999542236328, 70.6500015258789]"
1.44755E+18,"[3.319999933242798, 3.2799999713897705, 3.129999876022339, 3.4499998092651367]","[0.1080000028014183, 0.24700000882148743, -0.021000001579523087, -0.0020000000949949026]","[1.0, 0.9529412388801575, 0.8901961445808411, 0.9137255549430847]","[0.19215688109397888, 0.2352941334247589, 0.22352942824363708, 0.16078431904315948]","[68.4000015258789, 74.25, 70.19999694824219, 66.5999984741211]"
1.44755E+18,"[3.2899999618530273, 3.2799999713897705, 3.1399998664855957, 3.4099998474121094]","[0.10400000214576721, 0.29200002551078796, -0.020000001415610313, -0.0010000000474974513]","[1.0, 0.960784375667572, 0.917647123336792, 0.9215686917304993]","[0.21176472306251526, 0.21568629145622253, 0.2196078598499298, 0.1764705926179886]","[72.9000015258789, 70.19999694824219, 69.75, 68.4000015258789]"
1.44755E+18,"[3.3299999237060547, 3.2699999809265137, 3.1399998664855957, 3.379999876022339]","[0.09000000357627869, 0.2900000214576721, -0.013000000268220901, 0.0010000000474974513]","[0.9411765336990356, 0.917647123336792, 1.0, 0.8705883026123047]","[0.22745099663734436, 0.2392157018184662, 0.21568629145622253, 0.21176472306251526]","[71.54999542236328, 73.79999542236328, 67.5, 69.29999542236328]"
1.44755E+18,"[3.379999876022339, 3.18999981880188, 3.179999828338623, 3.369999885559082]","[0.0820000022649765, 0.2670000195503235, 0.006000000052154064, 0.0020000000949949026]","[1.0, 0.8705883026123047, 0.9019608497619629, 0.8901961445808411]","[0.22352942824363708, 0.2392157018184662, 0.19215688109397888, 0.20784315466880798]","[72.9000015258789, 73.79999542236328, 66.5999984741211, 69.75]"
1.44755E+18,"[3.4600000381469727, 3.18999981880188, 3.18999981880188, 3.4099998474121094]","[0.10000000149011612, 0.22800001502037048, 0.026000000536441803, 0.003000000026077032]","[1.0, 0.9215686917304993, 0.9019608497619629, 0.8980392813682556]","[0.1882353127002716, 0.23137256503105164, 0.20784315466880798, 0.19215688109397888]","[68.8499984741211, 72.0, 67.94999694824219, 68.8499984741211]"
1.44755E+18,"[3.4700000286102295, 3.169999837875366, 3.2200000286102295, 3.3999998569488525]","[0.1080000028014183, 0.242000013589859, 0.01600000075995922, 0.0020000000949949026]","[1.0, 0.9294118285179138, 0.9725490808486938, 0.9254902601242065]","[0.20784315466880798, 0.21568629145622253, 0.19607844948768616, 0.20000001788139343]","[72.44999694824219, 68.8499984741211, 67.04999542236328, 68.8499984741211]"
1.44755E+18,"[3.429999828338623, 3.1399998664855957, 3.2200000286102295, 3.3399999141693115]","[0.10100000351667404, 0.23500001430511475, 0.024000000208616257, -0.0020000000949949026]","[0.917647123336792, 1.0, 0.960784375667572, 0.8980392813682556]","[0.19607844948768616, 0.2352941334247589, 0.22745099663734436, 0.20784315466880798]","[71.54999542236328, 73.3499984741211, 71.0999984741211, 68.8499984741211]"
1.44755E+18,"[3.4499998092651367, 3.129999876022339, 3.2100000381469727, 3.369999885559082]","[0.09400000423192978, 0.23200000822544098, 0.06400000303983688, -0.0020000000949949026]","[0.8784314393997192, 0.8980392813682556, 0.8784314393997192, 0.8627451658248901]","[0.18431372940540314, 0.22745099663734436, 0.19215688109397888, 0.19215688109397888]","[69.29999542236328, 72.0, 67.04999542236328, 66.1500015258789]"
1.44755E+18,"[3.4800000190734863, 3.119999885559082, 3.2100000381469727, 3.359999895095825]","[0.10300000756978989, 0.20900000631809235, 0.0560000017285347, 0.007000000216066837]","[0.9529412388801575, 0.9647059440612793, 0.9372549653053284, 0.9450981020927429]","[0.19607844948768616, 0.2352941334247589, 0.23137256503105164, 0.1882353127002716]","[71.54999542236328, 72.0, 70.19999694824219, 68.8499984741211]"
1.44755E+18,"[3.419999837875366, 3.109999895095825, 3.179999828338623, 3.369999885559082]","[0.10000000149011612, 0.20500001311302185, 0.06200000271201134, -0.004000000189989805]","[0.9529412388801575, 0.9294118285179138, 0.8862745761871338, 0.9333333969116211]","[0.1764705926179886, 0.24705883860588074, 0.21568629145622253, 0.18431372940540314]","[67.94999694824219, 72.9000015258789, 69.29999542236328, 67.04999542236328]"
1.44755E+18,"[3.3999998569488525, 3.1399998664855957, 3.1399998664855957, 3.3399999141693115]","[0.0990000069141388, 0.21900001168251038, 0.0650000050663948, 0.003000000026077032]","[0.9215686917304993, 0.9647059440612793, 0.9372549653053284, 0.9372549653053284]","[0.19215688109397888, 0.23137256503105164, 0.21568629145622253, 0.20000001788139343]","[69.29999542236328, 70.6500015258789, 68.4000015258789, 69.29999542236328]"
1.44755E+18,"[3.309999942779541, 3.169999837875366, 3.119999885559082, 3.319999933242798]","[0.11000000685453415, 0.22700001299381256, 0.039000000804662704, 0.007000000216066837]","[0.9450981020927429, 0.8823530077934265, 0.8823530077934265, 1.0]","[0.22745099663734436, 0.20000001788139343, 0.2039215862751007, 0.2196078598499298]","[73.79999542236328, 69.75, 68.8499984741211, 68.8499984741211]"
1.44755E+18,"[3.18999981880188, 3.179999828338623, 3.0899999141693115, 3.309999942779541]","[0.10900000482797623, 0.20400001108646393, 0.021000001579523087, -0.004000000189989805]","[0.9725490808486938, 0.9294118285179138, 0.9254902601242065, 0.9098039865493774]","[0.2352941334247589, 0.22745099663734436, 0.21176472306251526, 0.18431372940540314]","[72.44999694824219, 71.54999542236328, 69.29999542236328, 67.94999694824219]"
1.44755E+18,"[3.18999981880188, 3.18999981880188, 3.059999942779541, 3.359999895095825]","[0.07500000298023224, 0.2370000183582306, 0.03700000047683716, -0.009000000543892384]","[0.9803922176361084, 0.9372549653053284, 0.9019608497619629, 0.8980392813682556]","[0.2352941334247589, 0.2352941334247589, 0.2352941334247589, 0.18431372940540314]","[72.9000015258789, 72.44999694824219, 69.75, 67.94999694824219]"
1.44755E+18,"[3.18999981880188, 3.179999828338623, 3.0299999713897705, 3.3999998569488525]","[0.03800000250339508, 0.2150000035762787, 0.055000003427267075, 0.003000000026077032]","[0.874509871006012, 0.9372549653053284, 0.9411765336990356, 0.9333333969116211]","[0.21176472306251526, 0.2352941334247589, 0.20000001788139343, 0.1882353127002716]","[72.0, 74.69999694824219, 67.5, 67.5]"
1.44755E+18,"[3.2300000190734863, 3.18999981880188, 2.990000009536743, 3.359999895095825]","[0.0690000057220459, 0.1730000078678131, 0.05400000140070915, 0.00800000037997961]","[0.9764706492424011, 0.9725490808486938, 0.9764706492424011, 0.9725490808486938]","[0.21568629145622253, 0.21568629145622253, 0.2196078598499298, 0.19215688109397888]","[73.3499984741211, 72.0, 71.0999984741211, 68.4000015258789]"
1.44755E+18,"[3.179999828338623, 3.129999876022339, 3.0199999809265137, 3.2799999713897705]","[0.03400000184774399, 0.1340000033378601, 0.05100000277161598, -0.006000000052154064]","[0.9725490808486938, 0.9450981020927429, 0.9098039865493774, 0.9686275124549866]","[0.250980406999588, 0.2196078598499298, 0.22745099663734436, 0.1882353127002716]","[75.5999984741211, 69.75, 68.8499984741211, 66.5999984741211]"
1.44755E+18,"[3.1599998474121094, 3.169999837875366, 2.9700000286102295, 3.369999885559082]","[-0.03400000184774399, 0.10600000619888306, 0.036000002175569534, 0.0]","[0.9843137860298157, 0.9568628072738647, 0.9058824181556702, 0.9529412388801575]","[0.20784315466880798, 0.2039215862751007, 0.2196078598499298, 0.16862745583057404]","[70.19999694824219, 67.5, 70.19999694824219, 65.69999694824219]"
1.44755E+18,"[3.179999828338623, 3.2200000286102295, 2.929999828338623, 3.509999990463257]","[-0.029000001028180122, 0.10600000619888306, 0.02500000037252903, 0.0020000000949949026]","[0.9764706492424011, 0.9725490808486938, 0.9686275124549866, 0.9843137860298157]","[0.20784315466880798, 0.2039215862751007, 0.21176472306251526, 0.14901961386203766]","[72.9000015258789, 71.54999542236328, 69.29999542236328, 66.5999984741211]"
1.44755E+18,"[3.1399998664855957, 3.18999981880188, 2.919999837875366, 3.5199999809265137]","[-0.04200000315904617, 0.09700000286102295, 0.0010000000474974513, 0.005000000353902578]","[0.9529412388801575, 0.9490196704864502, 0.9725490808486938, 0.9647059440612793]","[0.21176472306251526, 0.21568629145622253, 0.21568629145622253, 0.14901961386203766]","[72.44999694824219, 72.44999694824219, 70.19999694824219, 65.25]"
1.44755E+18,"[3.119999885559082, 3.2200000286102295, 2.919999837875366, 3.509999990463257]","[-0.07400000095367432, 0.07500000298023224, -0.009000000543892384, 0.0]","[0.9843137860298157, 0.960784375667572, 0.9490196704864502, 0.9764706492424011]","[0.22745099663734436, 0.2196078598499298, 0.2196078598499298, 0.16078431904315948]","[72.44999694824219, 73.3499984741211, 70.19999694824219, 66.1500015258789]"
1.44755E+18,"[3.109999895095825, 3.259999990463257, 2.919999837875366, 3.549999952316284]","[-0.06700000166893005, 0.07600000500679016, -0.027000000700354576, 0.004000000189989805]","[0.988235354423523, 0.9529412388801575, 0.9450981020927429, 0.9764706492424011]","[0.22352942824363708, 0.18039216101169586, 0.21176472306251526, 0.15294118225574493]","[71.54999542236328, 67.94999694824219, 69.29999542236328, 65.25]"
1.44755E+18,"[3.119999885559082, 3.2899999618530273, 2.93999981880188, 3.5199999809265137]","[-0.0690000057220459, 0.07900000363588333, -0.04100000113248825, 0.0020000000949949026]","[0.9843137860298157, 0.9843137860298157, 0.960784375667572, 0.9686275124549866]","[0.2352941334247589, 0.21568629145622253, 0.2196078598499298, 0.15294118225574493]","[74.25, 72.9000015258789, 69.29999542236328, 65.25]"
1.44755E+18,"[3.0899999141693115, 3.319999933242798, 2.950000047683716, 3.5299999713897705]","[-0.08300000429153442, 0.09000000357627869, -0.05000000074505806, -0.0020000000949949026]","[0.9803922176361084, 0.9960784912109375, 0.9803922176361084, 0.9411765336990356]","[0.23137256503105164, 0.21176472306251526, 0.22352942824363708, 0.14901961386203766]","[74.25, 72.44999694824219, 69.75, 65.25]"
1.44755E+18,"[3.1399998664855957, 3.3399999141693115, 2.9800000190734863, 3.509999990463257]","[-0.07800000160932541, 0.09200000762939453, -0.058000002056360245, 0.0020000000949949026]","[0.9843137860298157, 0.9960784912109375, 0.9568628072738647, 0.9725490808486938]","[0.21176472306251526, 0.22352942824363708, 0.22352942824363708, 0.18431372940540314]","[70.6500015258789, 75.1500015258789, 70.6500015258789, 69.75]"
1.44755E+18,"[3.1599998474121094, 3.3399999141693115, 2.990000009536743, 3.5199999809265137]","[-0.10400000214576721, 0.08000000566244125, -0.06100000441074371, -0.007000000216066837]","[0.9764706492424011, 0.9803922176361084, 0.9803922176361084, 0.9764706492424011]","[0.21568629145622253, 0.20000001788139343, 0.2352941334247589, 0.18039216101169586]","[71.0999984741211, 71.0999984741211, 71.0999984741211, 67.5]"
1.44755E+18,"[3.240000009536743, 3.3399999141693115, 3.0, 3.5199999809265137]","[-0.1720000058412552, 0.04400000348687172, -0.04700000211596489, -0.005000000353902578]","[0.9647059440612793, 0.9803922176361084, 0.988235354423523, 0.9490196704864502]","[0.24313727021217346, 0.18431372940540314, 0.23137256503105164, 0.16862745583057404]","[76.04999542236328, 71.0999984741211, 69.29999542236328, 67.94999694824219]"
1.44755E+18,"[3.2899999618530273, 3.3399999141693115, 3.059999942779541, 3.559999942779541]","[-0.17000000178813934, 0.032999999821186066, -0.04100000113248825, 0.0010000000474974513]","[0.9803922176361084, 0.9803922176361084, 0.9686275124549866, 0.9137255549430847]","[0.2196078598499298, 0.20000001788139343, 0.23137256503105164, 0.1882353127002716]","[73.3499984741211, 72.44999694824219, 70.6500015258789, 70.6500015258789]"
1.44755E+18,"[3.2899999618530273, 3.359999895095825, 3.0899999141693115, 3.4700000286102295]","[-0.17900000512599945, 0.02800000086426735, -0.05300000309944153, 0.0020000000949949026]","[0.9686275124549866, 0.9647059440612793, 0.9686275124549866, 0.9529412388801575]","[0.21568629145622253, 0.20784315466880798, 0.21176472306251526, 0.1764705926179886]","[72.44999694824219, 72.0, 67.94999694824219, 69.29999542236328]"
1.44755E+18,"[3.240000009536743, 3.379999876022339, 3.129999876022339, 3.4099998474121094]","[-0.203000009059906, 0.007000000216066837, -0.04400000348687172, -0.012000000104308128]","[0.9764706492424011, 0.9529412388801575, 0.9803922176361084, 0.9960784912109375]","[0.2196078598499298, 0.21176472306251526, 0.21568629145622253, 0.16862745583057404]","[72.0, 72.0, 69.29999542236328, 65.69999694824219]"
1.44755E+18,"[3.259999990463257, 3.3999998569488525, 3.2100000381469727, 3.359999895095825]","[-0.17500001192092896, 0.02200000174343586, -0.05000000074505806, -0.0020000000949949026]","[0.960784375667572, 0.9803922176361084, 0.9647059440612793, 0.9333333969116211]","[0.24313727021217346, 0.22352942824363708, 0.2352941334247589, 0.22352942824363708]","[72.44999694824219, 72.0, 70.19999694824219, 71.0999984741211]"
1.44755E+18,"[3.2799999713897705, 3.3999998569488525, 3.259999990463257, 3.3399999141693115]","[-0.2240000069141388, 0.003000000026077032, -0.03700000047683716, -0.004000000189989805]","[0.9568628072738647, 0.960784375667572, 0.9058824181556702, 0.917647123336792]","[0.24313727021217346, 0.2196078598499298, 0.1882353127002716, 0.19215688109397888]","[72.0, 72.44999694824219, 65.69999694824219, 67.94999694824219]"
1.44755E+18,"[3.3399999141693115, 3.4099998474121094, 3.2699999809265137, 3.369999885559082]","[-0.21800000965595245, 0.012000000104308128, -0.017000000923871994, 0.0020000000949949026]","[0.9294118285179138, 0.9333333969116211, 0.9568628072738647, 1.0]","[0.18431372940540314, 0.22352942824363708, 0.20784315466880798, 0.20000001788139343]","[66.5999984741211, 72.9000015258789, 67.5, 67.04999542236328]"
1.44755E+18,"[3.3399999141693115, 3.3999998569488525, 3.3299999237060547, 3.2899999618530273]","[-0.2330000102519989, 0.0020000000949949026, -0.007000000216066837, -0.004000000189989805]","[1.0, 0.8823530077934265, 0.8901961445808411, 0.9019608497619629]","[0.20784315466880798, 0.21568629145622253, 0.22352942824363708, 0.12941177189350128]","[70.19999694824219, 72.0, 70.6500015258789, 61.19999694824219]"
1.44755E+18,"[3.369999885559082, 3.4099998474121094, 3.3299999237060547, 3.3999998569488525]","[-0.2070000171661377, 0.023000001907348633, 0.0, 0.0010000000474974513]","[0.8980392813682556, 0.9450981020927429, 0.9686275124549866, 0.9294118285179138]","[0.22745099663734436, 0.2039215862751007, 0.21176472306251526, 0.21176472306251526]","[72.9000015258789, 71.0999984741211, 68.8499984741211, 68.8499984741211]"
1.44755E+18,"[3.4099998474121094, 3.369999885559082, 3.3299999237060547, 3.129999876022339]","[-0.19600000977516174, 0.04500000178813934, 0.0, 0.0]","[0.9294118285179138, 0.9450981020927429, 0.9411765336990356, 0.8784314393997192]","[0.19607844948768616, 0.22352942824363708, 0.18039216101169586, 0.19607844948768616]","[71.0999984741211, 70.6500015258789, 65.69999694824219, 68.8499984741211]"
1.44755E+18,"[3.509999990463257, 3.3299999237060547, 3.319999933242798, 3.3999998569488525]","[-0.20200000703334808, 0.05000000074505806, 0.015000000596046448, -0.0010000000474974513]","[0.8705883026123047, 0.9372549653053284, 0.9254902601242065, 0.960784375667572]","[0.18431372940540314, 0.22745099663734436, 0.19215688109397888, 0.16078431904315948]","[69.29999542236328, 72.44999694824219, 66.1500015258789, 65.69999694824219]"
1.44755E+18,"[3.569999933242798, 3.2899999618530273, 3.2899999618530273, 3.559999942779541]","[-0.16300000250339508, 0.06400000303983688, 0.012000000104308128, 0.004000000189989805]","[0.9568628072738647, 0.917647123336792, 0.9254902601242065, 0.9568628072738647]","[0.16470588743686676, 0.2039215862751007, 0.21176472306251526, 0.1882353127002716]","[65.25, 68.4000015258789, 67.94999694824219, 68.4000015258789]"
1.44755E+18,"[3.5, 3.3399999141693115, 3.259999990463257, 3.559999942779541]","[-0.15800000727176666, 0.03800000250339508, 0.004000000189989805, -0.004000000189989805]","[0.9686275124549866, 0.9490196704864502, 0.9450981020927429, 0.9058824181556702]","[0.2196078598499298, 0.22352942824363708, 0.23137256503105164, 0.18039216101169586]","[74.69999694824219, 70.6500015258789, 69.29999542236328, 66.5999984741211]"
1.44755E+18,"[3.4099998474121094, 3.4499998092651367, 3.2799999713897705, 3.549999952316284]","[-0.19200000166893005, 0.03400000184774399, 0.017000000923871994, -0.003000000026077032]","[0.8941177129745483, 0.874509871006012, 0.9686275124549866, 0.9058824181556702]","[0.21568629145622253, 0.19607844948768616, 0.2039215862751007, 0.16078431904315948]","[71.0999984741211, 67.04999542236328, 67.04999542236328, 64.3499984741211]"
1.44755E+18,"[3.319999933242798, 3.509999990463257, 3.259999990463257, 3.5299999713897705]","[-0.19300000369548798, 0.02800000086426735, 0.02500000037252903, 0.0]","[0.960784375667572, 0.9490196704864502, 0.960784375667572, 0.9294118285179138]","[0.2039215862751007, 0.1725490242242813, 0.22745099663734436, 0.1764705926179886]","[72.0, 65.25, 68.8499984741211, 66.5999984741211]"
1.44755E+18,"[3.309999942779541, 3.559999942779541, 3.2799999713897705, 3.5299999713897705]","[-0.20100000500679016, 0.020000001415610313, 0.02200000174343586, -0.005000000353902578]","[0.9490196704864502, 0.8862745761871338, 0.9568628072738647, 0.9568628072738647]","[0.24313727021217346, 0.18431372940540314, 0.20000001788139343, 0.1764705926179886]","[73.79999542236328, 67.94999694824219, 65.69999694824219, 65.69999694824219]"
1.44755E+18,"[3.319999933242798, 3.509999990463257, 3.2799999713897705, 3.5199999809265137]","[-0.2070000171661377, 0.02200000174343586, 0.03400000184774399, 0.003000000026077032]","[0.9333333969116211, 0.9137255549430847, 0.9372549653053284, 0.9568628072738647]","[0.2392157018184662, 0.22745099663734436, 0.2352941334247589, 0.1882353127002716]","[73.79999542236328, 72.44999694824219, 69.29999542236328, 66.5999984741211]"
1.44755E+18,"[3.3299999237060547, 3.5199999809265137, 3.259999990463257, 3.559999942779541]","[-0.18400001525878906, 0.020000001415610313, 0.023000001907348633, 0.006000000052154064]","[0.9019608497619629, 0.9568628072738647, 0.8862745761871338, 0.988235354423523]","[0.2352941334247589, 0.19607844948768616, 0.21176472306251526, 0.16862745583057404]","[73.3499984741211, 69.75, 67.04999542236328, 64.3499984741211]"
1.44755E+18,"[3.2799999713897705, 3.5799999237060547, 3.2799999713897705, 3.559999942779541]","[-0.1990000158548355, 0.00800000037997961, 0.020000001415610313, -0.0020000000949949026]","[0.9019608497619629, 0.9372549653053284, 0.9215686917304993, 0.9725490808486938]","[0.22745099663734436, 0.20000001788139343, 0.23137256503105164, 0.1725490242242813]","[70.19999694824219, 70.6500015258789, 69.29999542236328, 65.25]"
1.44755E+18,"[3.2799999713897705, 3.5299999713897705, 3.2799999713897705, 3.5299999713897705]","[-0.20900000631809235, -0.006000000052154064, 0.026000000536441803, 0.0]","[0.9333333969116211, 0.8784314393997192, 0.9490196704864502, 0.9411765336990356]","[0.2666666805744171, 0.18431372940540314, 0.20000001788139343, 0.20000001788139343]","[75.1500015258789, 67.94999694824219, 65.69999694824219, 68.8499984741211]"
1.44755E+18,"[3.2699999809265137, 3.559999942779541, 3.259999990463257, 3.559999942779541]","[-0.19700001180171967, -0.005000000353902578, 0.006000000052154064, 0.0010000000474974513]","[0.960784375667572, 0.9686275124549866, 0.9803922176361084, 0.960784375667572]","[0.23137256503105164, 0.16862745583057404, 0.20000001788139343, 0.18431372940540314]","[72.9000015258789, 68.8499984741211, 67.04999542236328, 65.69999694824219]"
1.44755E+18,"[3.259999990463257, 3.5299999713897705, 3.2699999809265137, 3.559999942779541]","[-0.2460000067949295, -0.007000000216066837, 0.029000001028180122, -0.009000000543892384]","[0.8823530077934265, 0.9215686917304993, 0.9098039865493774, 0.8823530077934265]","[0.250980406999588, 0.13333334028720856, 0.2039215862751007, 0.18431372940540314]","[74.69999694824219, 62.099998474121094, 66.5999984741211, 66.5999984741211]"
1.44755E+18,"[3.2799999713897705, 3.5199999809265137, 3.2699999809265137, 3.609999895095825]","[-0.2370000183582306, -0.003000000026077032, 0.04100000113248825, -0.007000000216066837]","[0.9254902601242065, 0.8823530077934265, 1.0, 0.9960784912109375]","[0.22745099663734436, 0.16078431904315948, 0.19607844948768616, 0.12156863510608673]","[73.79999542236328, 68.8499984741211, 66.5999984741211, 64.79999542236328]"
1.44755E+18,"[3.309999942779541, 3.5, 3.2300000190734863, nan]","[-0.22300000488758087, 0.020000001415610313, 0.018000001087784767, nan]","[0.8941177129745483, 0.9058824181556702, 0.9215686917304993, 0.0]","[0.21176472306251526, 0.1764705926179886, 0.19607844948768616, 0.0]","[72.9000015258789, 68.8499984741211, 68.4000015258789, 0.0]"
1.44755E+18,"[3.3299999237060547, 3.4700000286102295, 3.2699999809265137, 3.619999885559082]","[-0.21900001168251038, 0.024000000208616257, 0.017000000923871994, 0.0020000000949949026]","[0.9568628072738647, 0.9411765336990356, 0.9137255549430847, 0.9764706492424011]","[0.2039215862751007, 0.21568629145622253, 0.1882353127002716, 0.1882353127002716]","[71.0999984741211, 71.54999542236328, 65.69999694824219, 69.75]"
1.44755E+18,"[3.2799999713897705, 3.4600000381469727, 3.259999990463257, 3.3999998569488525]","[-0.1770000010728836, 0.030000001192092896, 0.009000000543892384, 0.00800000037997961]","[0.9098039865493774, 0.9333333969116211, 0.9137255549430847, 0.917647123336792]","[0.22352942824363708, 0.20000001788139343, 0.21176472306251526, 0.12941177189350128]","[72.0, 71.54999542236328, 67.5, 65.25]"
1.44755E+18,"[3.2799999713897705, 3.4800000190734863, 3.309999942779541, 3.559999942779541]","[-0.17600001394748688, 0.03400000184774399, -0.0020000000949949026, -0.005000000353902578]","[0.960784375667572, 0.9372549653053284, 0.9647059440612793, 0.988235354423523]","[0.21176472306251526, 0.19607844948768616, 0.19215688109397888, 0.16470588743686676]","[72.44999694824219, 71.54999542236328, 64.3499984741211, 67.5]"
1.44755E+18,"[3.309999942779541, 3.4600000381469727, 3.259999990463257, 3.559999942779541]","[-0.19100001454353333, 0.055000003427267075, -0.0020000000949949026, 0.0]","[0.960784375667572, 0.9294118285179138, 0.9294118285179138, 0.9411765336990356]","[0.19215688109397888, 0.1725490242242813, 0.2196078598499298, 0.19215688109397888]","[68.4000015258789, 67.94999694824219, 68.4000015258789, 68.8499984741211]"
1.44755E+18,"[3.4099998474121094, 3.4099998474121094, 3.2200000286102295, 3.5999999046325684]","[-0.19200000166893005, 0.04100000113248825, 0.01100000087171793, 0.0]","[0.9411765336990356, 0.9019608497619629, 0.9764706492424011, 0.9647059440612793]","[0.2039215862751007, 0.21568629145622253, 0.23137256503105164, 0.16862745583057404]","[72.44999694824219, 71.0999984741211, 70.19999694824219, 67.04999542236328]"
1.44755E+18,"[3.419999837875366, 3.379999876022339, 3.2300000190734863, 3.629999876022339]","[-0.19600000977516174, 0.05900000408291817, 0.01900000125169754, -0.0010000000474974513]","[0.9372549653053284, 0.8980392813682556, 0.9333333969116211, 0.9450981020927429]","[0.20000001788139343, 0.2196078598499298, 0.20000001788139343, 0.16078431904315948]","[72.9000015258789, 71.54999542236328, 67.04999542236328, 67.5]"
1.44755E+18,"[3.4700000286102295, 3.3399999141693115, 3.259999990463257, 3.5999999046325684]","[-0.21700000762939453, 0.03400000184774399, 0.017000000923871994, -0.020000001415610313]","[0.9372549653053284, 0.917647123336792, 0.9686275124549866, 0.9294118285179138]","[0.19215688109397888, 0.23137256503105164, 0.2352941334247589, 0.18431372940540314]","[70.6500015258789, 71.0999984741211, 69.29999542236328, 68.8499984741211]"
1.44755E+18,"[3.3999998569488525, 3.4099998474121094, 3.3299999237060547, 3.4700000286102295]","[-0.18800000846385956, 0.04100000113248825, -0.0010000000474974513, 0.0]","[0.9490196704864502, 0.9490196704864502, 0.9686275124549866, 1.0]","[0.2039215862751007, 0.21176472306251526, 0.19215688109397888, 0.14901961386203766]","[71.54999542236328, 72.0, 66.5999984741211, 67.04999542236328]"
