Timestamp,range,velocity,correlation,evaluation,rssi
1.44755E+18,"[3.309999942779541, 3.5799999237060547, 3.5199999809265137, 3.359999895095825]","[0.1550000011920929, 0.2670000195503235, -0.0020000000949949026, -0.00800000037997961]","[0.9490196704864502, 0.9490196704864502, 0.8980392813682556, 0.9450981020927429]","[0.23137256503105164, 0.16862745583057404, 0.16470588743686676, 0.21568629145622253]","[72.0, 67.94999694824219, 65.25, 69.75]"
1.44755E+18,"[3.259999990463257, 3.6599998474121094, 3.4800000190734863, 3.369999885559082]","[0.15600000321865082, 0.2670000195503235, 0.007000000216066837, 0.0020000000949949026]","[0.9490196704864502, 0.9411765336990356, 0.8980392813682556, 0.917647123336792]","[0.22352942824363708, 0.19607844948768616, 0.16078431904315948, 0.23137256503105164]","[70.6500015258789, 70.6500015258789, 65.25, 72.44999694824219]"
1.44755E+18,"[3.2799999713897705, 3.5999999046325684, 3.429999828338623, 3.4099998474121094]","[0.17400000989437103, 0.2800000011920929, 0.005000000353902578, 0.0]","[0.9686275124549866, 0.9137255549430847, 0.9411765336990356, 0.9254902601242065]","[0.250980406999588, 0.20000001788139343, 0.19607844948768616, 0.20000001788139343]","[73.79999542236328, 68.8499984741211, 67.5, 68.4000015258789]"
1.44755E+18,"[3.2899999618530273, 3.5, 3.379999876022339, 3.419999837875366]","[0.1730000078678131, 0.28600001335144043, 0.009000000543892384, 0.0]","[0.9294118285179138, 1.0, 0.9019608497619629, 1.0]","[0.2196078598499298, 0.2039215862751007, 0.1882353127002716, 0.2039215862751007]","[69.29999542236328, 71.0999984741211, 66.5999984741211, 67.04999542236328]"
1.44755E+18,"[3.319999933242798, 3.4800000190734863, 3.359999895095825, 3.419999837875366]","[0.16700001060962677, 0.26200002431869507, 0.01900000125169754, 0.0]","[0.9098039865493774, 0.874509871006012, 0.9019608497619629, 0.8823530077934265]","[0.21568629145622253, 0.19607844948768616, 0.16078431904315948, 0.19215688109397888]","[72.0, 71.54999542236328, 66.5999984741211, 68.8499984741211]"
1.44755E+18,"[3.359999895095825, 3.429999828338623, 3.379999876022339, 3.3999998569488525]","[0.16600000858306885, 0.23800000548362732, 0.007000000216066837, 0.005000000353902578]","[0.9137255549430847, 0.8980392813682556, 0.917647123336792, 0.9411765336990356]","[0.22745099663734436, 0.20000001788139343, 0.19215688109397888, 0.16862745583057404]","[75.1500015258789, 71.54999542236328, 68.8499984741211, 69.29999542236328]"
1.44755E+18,"[3.379999876022339, 3.419999837875366, 3.359999895095825, 3.429999828338623]","[0.15200001001358032, 0.24000000953674316, 0.0020000000949949026, 0.0]","[0.9411765336990356, 1.0, 0.9529412388801575, 0.9215686917304993]","[0.19607844948768616, 0.22745099663734436, 0.20784315466880798, 0.19607844948768616]","[70.6500015258789, 74.25, 68.8499984741211, 68.8499984741211]"
1.44755E+18,"[3.379999876022339, 3.419999837875366, 3.359999895095825, 3.4600000381469727]","[0.1380000114440918, 0.22600001096725464, 0.0020000000949949026, 0.0]","[0.9529412388801575, 0.9254902601242065, 0.9215686917304993, 0.9450981020927429]","[0.23137256503105164, 0.2196078598499298, 0.2352941334247589, 0.16862745583057404]","[72.44999694824219, 72.0, 71.54999542236328, 65.25]"
1.44755E+18,"[3.3399999141693115, 3.4600000381469727, 3.369999885559082, 3.4499998092651367]","[0.1290000081062317, 0.19100001454353333, -0.003000000026077032, 0.004000000189989805]","[0.917647123336792, 0.9568628072738647, 0.9333333969116211, 0.9058824181556702]","[0.250980406999588, 0.16862745583057404, 0.1725490242242813, 0.18431372940540314]","[74.25, 67.04999542236328, 64.3499984741211, 67.04999542236328]"
1.44755E+18,"[3.309999942779541, 3.4800000190734863, 3.3399999141693115, 3.429999828338623]","[0.1510000079870224, 0.22300000488758087, 0.007000000216066837, -0.004000000189989805]","[0.9058824181556702, 0.9098039865493774, 0.9411765336990356, 0.9215686917304993]","[0.22745099663734436, 0.22745099663734436, 0.20784315466880798, 0.19607844948768616]","[72.0, 73.79999542236328, 68.4000015258789, 68.8499984741211]"
1.44755E+18,"[3.3299999237060547, 3.4600000381469727, 3.359999895095825, 3.3999998569488525]","[0.14100000262260437, 0.22600001096725464, 0.00800000037997961, 0.004000000189989805]","[0.9137255549430847, 0.917647123336792, 0.9725490808486938, 0.9411765336990356]","[0.20784315466880798, 0.19215688109397888, 0.20000001788139343, 0.21176472306251526]","[70.19999694824219, 70.19999694824219, 68.4000015258789, 68.8499984741211]"
1.44755E+18,"[3.3299999237060547, 3.429999828338623, 3.369999885559082, 3.369999885559082]","[0.14000000059604645, 0.2200000137090683, -0.004000000189989805, 0.0020000000949949026]","[0.9372549653053284, 0.917647123336792, 0.9490196704864502, 0.9647059440612793]","[0.20784315466880798, 0.20784315466880798, 0.19607844948768616, 0.20000001788139343]","[71.54999542236328, 71.0999984741211, 67.04999542236328, 67.94999694824219]"
1.44755E+18,"[3.3399999141693115, 3.419999837875366, 3.369999885559082, 3.3999998569488525]","[0.15900000929832458, 0.21900001168251038, 0.003000000026077032, -0.003000000026077032]","[0.9294118285179138, 0.9098039865493774, 0.9137255549430847, 0.8627451658248901]","[0.20784315466880798, 0.20000001788139343, 0.19215688109397888, 0.19607844948768616]","[71.0999984741211, 70.19999694824219, 67.5, 68.4000015258789]"
1.44755E+18,"[3.359999895095825, 3.419999837875366, 3.379999876022339, 3.359999895095825]","[0.13500000536441803, 0.21900001168251038, 0.006000000052154064, -0.0020000000949949026]","[1.0, 0.874509871006012, 0.917647123336792, 0.9294118285179138]","[0.18431372940540314, 0.22352942824363708, 0.19607844948768616, 0.2196078598499298]","[69.29999542236328, 72.0, 68.8499984741211, 68.8499984741211]"
1.44755E+18,"[3.359999895095825, 3.4099998474121094, 3.3999998569488525, 3.369999885559082]","[0.12400000542402267, 0.20800000429153442, 0.00800000037997961, 0.0]","[0.9215686917304993, 0.9686275124549866, 0.917647123336792, 0.9215686917304993]","[0.20784315466880798, 0.22352942824363708, 0.19607844948768616, 0.18039216101169586]","[70.6500015258789, 71.54999542236328, 69.29999542236328, 66.5999984741211]"
1.44755E+18,"[3.359999895095825, 3.4099998474121094, 3.4099998474121094, 3.3299999237060547]","[0.125, 0.21400001645088196, 0.012000000104308128, 0.0]","[0.9803922176361084, 0.9450981020927429, 0.9215686917304993, 0.8666667342185974]","[0.20784315466880798, 0.1764705926179886, 0.18039216101169586, 0.21176472306251526]","[70.6500015258789, 66.5999984741211, 65.69999694824219, 69.75]"
1.44755E+18,"[3.379999876022339, 3.369999885559082, 3.4099998474121094, 3.319999933242798]","[0.1380000114440918, 0.25600001215934753, 0.01600000075995922, -0.003000000026077032]","[0.917647123336792, 0.8666667342185974, 0.8627451658248901, 0.917647123336792]","[0.21176472306251526, 0.20000001788139343, 0.14901961386203766, 0.23137256503105164]","[72.9000015258789, 68.8499984741211, 61.19999694824219, 71.54999542236328]"
1.44755E+18,"[3.3999998569488525, 3.359999895095825, 3.429999828338623, 3.319999933242798]","[0.125, 0.25200000405311584, 0.015000000596046448, 0.0020000000949949026]","[0.8666667342185974, 0.9529412388801575, 0.9019608497619629, 0.9490196704864502]","[0.20784315466880798, 0.18431372940540314, 0.1764705926179886, 0.21176472306251526]","[72.44999694824219, 64.79999542236328, 64.3499984741211, 66.5999984741211]"
1.44755E+18,"[3.359999895095825, 3.3999998569488525, 3.4499998092651367, 3.309999942779541]","[0.12200000882148743, 0.21900001168251038, 0.026000000536441803, -0.0020000000949949026]","[0.9372549653053284, 0.9411765336990356, 0.9647059440612793, 0.9058824181556702]","[0.2392157018184662, 0.23137256503105164, 0.19215688109397888, 0.22352942824363708]","[73.79999542236328, 72.0, 67.5, 69.29999542236328]"
1.44755E+18,"[3.309999942779541, 3.429999828338623, 3.4800000190734863, 3.2699999809265137]","[0.10200000554323196, 0.16300000250339508, 0.030000001192092896, 0.0]","[0.9450981020927429, 0.9333333969116211, 0.9843137860298157, 0.9098039865493774]","[0.21176472306251526, 0.19607844948768616, 0.1411764770746231, 0.26274511218070984]","[69.75, 70.6500015258789, 63.0, 74.25]"
1.44755E+18,"[3.2699999809265137, 3.4800000190734863, 3.5299999713897705, 3.2699999809265137]","[0.055000003427267075, 0.11800000816583633, 0.02800000086426735, -0.0020000000949949026]","[0.960784375667572, 0.9725490808486938, 0.9725490808486938, 0.9568628072738647]","[0.2039215862751007, 0.18039216101169586, 0.16470588743686676, 0.19607844948768616]","[71.0999984741211, 66.1500015258789, 67.04999542236328, 65.69999694824219]"
1.44755E+18,"[3.259999990463257, 3.4800000190734863, 3.4099998474121094, 3.309999942779541]","[0.046000003814697266, 0.09100000560283661, 0.024000000208616257, 0.004000000189989805]","[0.8980392813682556, 0.9490196704864502, 0.9568628072738647, 0.9960784912109375]","[0.23137256503105164, 0.15294118225574493, 0.19607844948768616, 0.21568629145622253]","[74.69999694824219, 63.89999771118164, 67.04999542236328, 69.75]"
1.44755E+18,"[3.3299999237060547, 3.379999876022339, 3.2899999618530273, 3.4099998474121094]","[0.09800000488758087, 0.13600000739097595, 0.02200000174343586, 0.0]","[0.9568628072738647, 0.9490196704864502, 0.988235354423523, 0.9725490808486938]","[0.2352941334247589, 0.22352942824363708, 0.18431372940540314, 0.19215688109397888]","[73.79999542236328, 73.79999542236328, 65.69999694824219, 69.75]"
1.44755E+18,"[3.4800000190734863, 3.2300000190734863, 3.259999990463257, 3.3999998569488525]","[0.14600001275539398, 0.17500001192092896, 0.003000000026077032, 0.009000000543892384]","[0.8901961445808411, 0.9490196704864502, 0.9372549653053284, 0.9411765336990356]","[0.20000001788139343, 0.21176472306251526, 0.2196078598499298, 0.15294118225574493]","[70.6500015258789, 69.75, 69.75, 67.04999542236328]"
1.44755E+18,"[3.609999895095825, 3.169999837875366, 3.2699999809265137, 3.419999837875366]","[0.1860000044107437, 0.18000000715255737, -0.010000000707805157, -0.0010000000474974513]","[0.8666667342185974, 0.9254902601242065, 0.9294118285179138, 0.9529412388801575]","[0.19607844948768616, 0.23137256503105164, 0.20000001788139343, 0.21176472306251526]","[70.19999694824219, 72.0, 65.69999694824219, 72.0]"
1.44755E+18,"[3.5999999046325684, 3.18999981880188, 3.3399999141693115, 3.379999876022339]","[0.19200000166893005, 0.1550000011920929, -0.01600000075995922, 0.0]","[0.9686275124549866, 0.9215686917304993, 0.9450981020927429, 0.9568628072738647]","[0.1764705926179886, 0.21568629145622253, 0.21568629145622253, 0.18431372940540314]","[68.8499984741211, 69.29999542236328, 68.8499984741211, 69.75]"
1.44755E+18,"[3.549999952316284, 3.240000009536743, 3.4099998474121094, 3.2899999618530273]","[0.16900001466274261, 0.14400000870227814, -0.00800000037997961, -0.005000000353902578]","[0.9450981020927429, 0.917647123336792, 0.988235354423523, 0.9529412388801575]","[0.19607844948768616, 0.2392157018184662, 0.2039215862751007, 0.19215688109397888]","[71.0999984741211, 72.9000015258789, 66.5999984741211, 66.1500015258789]"
1.44755E+18,"[3.4499998092651367, 3.2899999618530273, 3.4800000190734863, 3.2200000286102295]","[0.14600001275539398, 0.0820000022649765, -0.005000000353902578, 0.0]","[0.988235354423523, 0.9568628072738647, 0.9764706492424011, 0.9490196704864502]","[0.19607844948768616, 0.2196078598499298, 0.20000001788139343, 0.21176472306251526]","[69.75, 71.54999542236328, 66.1500015258789, 67.04999542236328]"
1.44755E+18,"[3.3999998569488525, 3.359999895095825, 3.4700000286102295, 3.2699999809265137]","[0.13300000131130219, 0.10100000351667404, -0.01600000075995922, -0.003000000026077032]","[0.917647123336792, 0.9568628072738647, 0.9450981020927429, 0.9529412388801575]","[0.22352942824363708, 0.22745099663734436, 0.2392157018184662, 0.22352942824363708]","[71.0999984741211, 71.54999542236328, 71.54999542236328, 68.4000015258789]"
1.44755E+18,"[3.4099998474121094, 3.3299999237060547, 3.3999998569488525, 3.3299999237060547]","[0.09300000220537186, 0.0560000017285347, -0.004000000189989805, -0.003000000026077032]","[0.9568628072738647, 0.9803922176361084, 0.9529412388801575, 0.9529412388801575]","[0.20000001788139343, 0.2196078598499298, 0.19607844948768616, 0.22352942824363708]","[70.6500015258789, 70.19999694824219, 65.25, 69.29999542236328]"
1.44755E+18,"[3.379999876022339, 3.359999895095825, 3.379999876022339, 3.379999876022339]","[0.06400000303983688, -0.004000000189989805, 0.004000000189989805, -0.003000000026077032]","[0.9960784912109375, 0.9921569228172302, 0.9686275124549866, 0.988235354423523]","[0.21568629145622253, 0.19215688109397888, 0.19215688109397888, 0.19215688109397888]","[71.54999542236328, 68.8499984741211, 66.5999984741211, 67.5]"
1.44755E+18,"[3.3299999237060547, 3.419999837875366, 3.369999885559082, 3.359999895095825]","[0.02800000086426735, -0.026000000536441803, 0.014000000432133675, -0.006000000052154064]","[0.9960784912109375, 0.988235354423523, 0.9921569228172302, 0.9960784912109375]","[0.2352941334247589, 0.1764705926179886, 0.23137256503105164, 0.23137256503105164]","[72.0, 67.04999542236328, 69.75, 70.19999694824219]"
1.44755E+18,"[3.309999942779541, 3.4099998474121094, 3.379999876022339, 3.359999895095825]","[-0.003000000026077032, -0.036000002175569534, 0.014000000432133675, 0.0]","[0.988235354423523, 0.9843137860298157, 0.9960784912109375, 0.9921569228172302]","[0.24705883860588074, 0.19607844948768616, 0.22745099663734436, 0.22352942824363708]","[72.44999694824219, 68.8499984741211, 69.75, 70.19999694824219]"
1.44755E+18,"[3.3399999141693115, 3.4099998474121094, 3.3299999237060547, 3.419999837875366]","[0.018000001087784767, -0.012000000104308128, 0.003000000026077032, 0.0]","[0.9960784912109375, 0.9921569228172302, 0.9960784912109375, 0.9960784912109375]","[0.1882353127002716, 0.2196078598499298, 0.2039215862751007, 0.21176472306251526]","[69.29999542236328, 72.44999694824219, 67.94999694824219, 70.19999694824219]"
1.44755E+18,"[3.3299999237060547, 3.3999998569488525, 3.309999942779541, 3.3999998569488525]","[0.03800000250339508, -0.004000000189989805, 0.007000000216066837, -0.003000000026077032]","[0.9803922176361084, 0.9960784912109375, 0.9921569228172302, 0.9921569228172302]","[0.20000001788139343, 0.21568629145622253, 0.21568629145622253, 0.21176472306251526]","[68.8499984741211, 69.29999542236328, 67.94999694824219, 69.75]"
1.44755E+18,"[3.319999933242798, 3.429999828338623, 3.3399999141693115, 3.369999885559082]","[0.0560000017285347, 0.055000003427267075, -0.01100000087171793, 0.005000000353902578]","[0.9960784912109375, 0.9843137860298157, 0.988235354423523, 0.9411765336990356]","[0.22352942824363708, 0.21176472306251526, 0.20000001788139343, 0.2039215862751007]","[72.0, 71.54999542236328, 67.04999542236328, 70.6500015258789]"
1.44755E+18,"[3.259999990463257, 3.4800000190734863, 3.359999895095825, 3.359999895095825]","[0.11600000411272049, 0.1680000126361847, -0.02500000037252903, 0.0]","[0.9450981020927429, 0.9450981020927429, 0.917647123336792, 0.9764706492424011]","[0.22745099663734436, 0.20784315466880798, 0.18431372940540314, 0.21568629145622253]","[72.44999694824219, 71.54999542236328, 67.04999542236328, 69.29999542236328]"
1.44755E+18,"[3.2799999713897705, 3.4700000286102295, 3.429999828338623, 3.319999933242798]","[0.13100001215934753, 0.1900000125169754, -0.01100000087171793, 0.004000000189989805]","[0.8980392813682556, 0.9686275124549866, 0.9490196704864502, 0.8823530077934265]","[0.21176472306251526, 0.20784315466880798, 0.16470588743686676, 0.19215688109397888]","[71.0999984741211, 70.19999694824219, 65.69999694824219, 66.5999984741211]"
1.44755E+18,"[3.3399999141693115, 3.3999998569488525, 3.3999998569488525, 3.3299999237060547]","[0.15800000727176666, 0.2460000067949295, -0.021000001579523087, 0.004000000189989805]","[0.917647123336792, 0.9019608497619629, 0.8941177129745483, 0.9490196704864502]","[0.20000001788139343, 0.22745099663734436, 0.1725490242242813, 0.20784315466880798]","[70.19999694824219, 72.44999694824219, 63.89999771118164, 67.94999694824219]"
1.44755E+18,"[3.4499998092651367, 3.3399999141693115, 3.3399999141693115, 3.419999837875366]","[0.16600000858306885, 0.2370000183582306, 0.003000000026077032, 0.0]","[0.9490196704864502, 0.9411765336990356, 0.9960784912109375, 0.9764706492424011]","[0.20784315466880798, 0.2196078598499298, 0.21568629145622253, 0.1882353127002716]","[71.54999542236328, 71.0999984741211, 67.04999542236328, 66.5999984741211]"
1.44755E+18,"[3.419999837875366, 3.319999933242798, 3.319999933242798, 3.4499998092651367]","[0.16100001335144043, 0.19500000774860382, 0.00800000037997961, 0.0010000000474974513]","[0.874509871006012, 0.9137255549430847, 1.0, 0.9333333969116211]","[0.21176472306251526, 0.20784315466880798, 0.19607844948768616, 0.19215688109397888]","[70.19999694824219, 68.4000015258789, 64.3499984741211, 67.5]"
1.44755E+18,"[3.419999837875366, 3.359999895095825, 3.2699999809265137, 3.4600000381469727]","[0.1550000011920929, 0.1720000058412552, 0.014000000432133675, -0.004000000189989805]","[0.8862745761871338, 0.9137255549430847, 0.9019608497619629, 0.9254902601242065]","[0.1882353127002716, 0.2352941334247589, 0.19607844948768616, 0.18431372940540314]","[69.75, 72.44999694824219, 64.79999542236328, 66.5999984741211]"
1.44755E+18,"[3.379999876022339, 3.3399999141693115, 3.240000009536743, 3.4800000190734863]","[0.14900000393390656, 0.16900001466274261, 0.015000000596046448, 0.004000000189989805]","[0.9254902601242065, 0.9058824181556702, 0.9843137860298157, 0.9450981020927429]","[0.19607844948768616, 0.21568629145622253, 0.1882353127002716, 0.20000001788139343]","[67.5, 70.6500015258789, 64.3499984741211, 67.5]"
1.44755E+18,"[3.4600000381469727, 3.309999942779541, 3.169999837875366, 3.6499998569488525]","[0.1770000010728836, 0.17500001192092896, 0.007000000216066837, -0.0010000000474974513]","[0.9254902601242065, 0.9568628072738647, 0.9647059440612793, 0.9058824181556702]","[0.2039215862751007, 0.23137256503105164, 0.1882353127002716, 0.18039216101169586]","[72.9000015258789, 72.9000015258789, 65.69999694824219, 68.8499984741211]"
1.44755E+18,"[3.4600000381469727, 3.319999933242798, 3.129999876022339, 3.6599998474121094]","[0.16700001060962677, 0.19500000774860382, 0.0010000000474974513, -0.0020000000949949026]","[0.9686275124549866, 1.0, 0.9647059440612793, 1.0]","[0.1568627506494522, 0.20784315466880798, 0.2196078598499298, 0.1725490242242813]","[65.25, 70.6500015258789, 68.8499984741211, 67.04999542236328]"
1.44755E+18,"[3.3299999237060547, 3.369999885559082, 3.129999876022339, 3.609999895095825]","[0.16500000655651093, 0.23400001227855682, -0.004000000189989805, 0.0020000000949949026]","[0.8862745761871338, 0.917647123336792, 0.8823530077934265, 0.8980392813682556]","[0.1725490242242813, 0.20000001788139343, 0.2196078598499298, 0.1764705926179886]","[66.1500015258789, 69.29999542236328, 68.4000015258789, 67.04999542236328]"
1.44755E+18,"[3.309999942779541, 3.4099998474121094, 3.2300000190734863, 3.5199999809265137]","[0.15800000727176666, 0.2590000033378601, -0.013000000268220901, -0.0010000000474974513]","[1.0, 0.9647059440612793, 1.0, 0.8666667342185974]","[0.18431372940540314, 0.20784315466880798, 0.20000001788139343, 0.18431372940540314]","[65.69999694824219, 71.54999542236328, 64.3499984741211, 68.8499984741211]"
1.44755E+18,"[3.2799999713897705, 3.429999828338623, 3.240000009536743, 3.5]","[0.1510000079870224, 0.2540000081062317, -0.015000000596046448, 0.005000000353902578]","[1.0, 0.9254902601242065, 0.917647123336792, 1.0]","[0.23137256503105164, 0.19607844948768616, 0.19607844948768616, 0.16862745583057404]","[72.9000015258789, 68.8499984741211, 65.69999694824219, 67.04999542236328]"
1.44755E+18,"[3.2699999809265137, 3.3999998569488525, 3.2200000286102295, 3.549999952316284]","[0.19100001454353333, 0.25, -0.02500000037252903, 0.003000000026077032]","[0.874509871006012, 1.0, 0.9058824181556702, 0.9372549653053284]","[0.21568629145622253, 0.18431372940540314, 0.21176472306251526, 0.19215688109397888]","[71.0999984741211, 70.6500015258789, 67.5, 67.94999694824219]"
1.44755E+18,"[3.259999990463257, 3.4600000381469727, 3.2300000190734863, 3.5299999713897705]","[0.19300000369548798, 0.2639999985694885, -0.02200000174343586, -0.006000000052154064]","[0.8862745761871338, 0.9058824181556702, 0.874509871006012, 0.960784375667572]","[0.2549019753932953, 0.14901961386203766, 0.2039215862751007, 0.18039216101169586]","[75.5999984741211, 66.1500015258789, 67.5, 67.94999694824219]"
1.44755E+18,"[3.2300000190734863, 3.429999828338623, 3.2100000381469727, 3.4800000190734863]","[0.17900000512599945, 0.27900001406669617, -0.032999999821186066, 0.004000000189989805]","[0.9647059440612793, 0.9294118285179138, 0.9019608497619629, 0.9294118285179138]","[0.23137256503105164, 0.2039215862751007, 0.22352942824363708, 0.20000001788139343]","[70.6500015258789, 68.4000015258789, 68.8499984741211, 68.8499984741211]"
1.44755E+18,"[3.18999981880188, 3.4600000381469727, 3.2100000381469727, 3.509999990463257]","[0.1810000091791153, 0.29100000858306885, -0.04000000283122063, 0.004000000189989805]","[1.0, 1.0, 0.8980392813682556, 0.9450981020927429]","[0.23137256503105164, 0.19607844948768616, 0.19607844948768616, 0.2039215862751007]","[73.3499984741211, 71.54999542236328, 66.1500015258789, 71.0999984741211]"
1.44755E+18,"[3.259999990463257, 3.4600000381469727, 3.2100000381469727, 3.569999933242798]","[0.18200001120567322, 0.30300000309944153, -0.05300000309944153, -0.0010000000474974513]","[0.9333333969116211, 1.0, 1.0, 0.8705883026123047]","[0.21176472306251526, 0.19607844948768616, 0.2352941334247589, 0.19607844948768616]","[71.0999984741211, 70.19999694824219, 70.6500015258789, 69.75]"
1.44755E+18,"[3.259999990463257, 3.4499998092651367, 3.2300000190734863, 3.5]","[0.1770000010728836, 0.3070000112056732, -0.030000001192092896, -0.010000000707805157]","[0.8705883026123047, 0.8823530077934265, 0.960784375667572, 0.9921569228172302]","[0.20000001788139343, 0.22352942824363708, 0.2196078598499298, 0.1764705926179886]","[69.75, 73.3499984741211, 67.04999542236328, 64.79999542236328]"
1.44755E+18,"[3.2899999618530273, 3.4499998092651367, 3.240000009536743, 3.4700000286102295]","[0.17500001192092896, 0.30800002813339233, -0.020000001415610313, 0.0020000000949949026]","[1.0, 0.917647123336792, 0.9411765336990356, 1.0]","[0.24705883860588074, 0.16862745583057404, 0.1882353127002716, 0.1568627506494522]","[74.69999694824219, 67.94999694824219, 64.79999542236328, 66.5999984741211]"
1.44755E+18,"[3.309999942779541, 3.369999885559082, 3.2699999809265137, 3.4499998092651367]","[0.17600001394748688, 0.31700000166893005, -0.006000000052154064, -0.004000000189989805]","[0.9019608497619629, 0.8823530077934265, 0.8980392813682556, 1.0]","[0.22745099663734436, 0.18431372940540314, 0.2039215862751007, 0.18431372940540314]","[74.25, 67.5, 68.4000015258789, 67.94999694824219]"
1.44755E+18,"[3.379999876022339, 3.3299999237060547, 3.319999933242798, 3.3999998569488525]","[0.14500001072883606, 0.29100000858306885, 0.029000001028180122, -0.007000000216066837]","[0.9450981020927429, 0.8705883026123047, 0.8705883026123047, 0.9098039865493774]","[0.250980406999588, 0.24705883860588074, 0.21176472306251526, 0.20784315466880798]","[75.5999984741211, 72.9000015258789, 67.5, 70.19999694824219]"
1.44755E+18,"[3.419999837875366, 3.2899999618530273, 3.3299999237060547, 3.369999885559082]","[0.10300000756978989, 0.2200000137090683, 0.024000000208616257, 0.0]","[1.0, 0.9137255549430847, 0.9372549653053284, 0.9411765336990356]","[0.21176472306251526, 0.2352941334247589, 0.1882353127002716, 0.2039215862751007]","[72.44999694824219, 72.44999694824219, 67.04999542236328, 68.4000015258789]"
1.44755E+18,"[3.429999828338623, 3.259999990463257, 3.2699999809265137, 3.429999828338623]","[0.11700000613927841, 0.24000000953674316, 0.04100000113248825, -0.0020000000949949026]","[0.917647123336792, 1.0, 0.9686275124549866, 0.9529412388801575]","[0.2196078598499298, 0.20784315466880798, 0.21176472306251526, 0.20000001788139343]","[72.44999694824219, 68.8499984741211, 68.4000015258789, 67.5]"
1.44755E+18,"[3.3999998569488525, 3.259999990463257, 3.2799999713897705, 3.3999998569488525]","[0.11800000816583633, 0.23400001227855682, 0.0430000014603138, 0.006000000052154064]","[0.9098039865493774, 0.8784314393997192, 0.9372549653053284, 1.0]","[0.20000001788139343, 0.22352942824363708, 0.2039215862751007, 0.19607844948768616]","[69.75, 71.0999984741211, 66.5999984741211, 68.8499984741211]"
1.44755E+18,"[3.2899999618530273, 3.3399999141693115, 3.2899999618530273, 3.3299999237060547]","[0.15600000321865082, 0.27800002694129944, 0.020000001415610313, 0.00800000037997961]","[0.9960784912109375, 0.9529412388801575, 0.9647059440612793, 0.9803922176361084]","[0.2549019753932953, 0.21568629145622253, 0.21176472306251526, 0.21176472306251526]","[75.1500015258789, 70.19999694824219, 66.5999984741211, 69.29999542236328]"
1.44755E+18,"[3.2200000286102295, 3.369999885559082, 3.2899999618530273, 3.2899999618530273]","[0.16200000047683716, 0.2900000214576721, 0.015000000596046448, 0.0]","[0.9254902601242065, 0.917647123336792, 1.0, 0.8784314393997192]","[0.2352941334247589, 0.24313727021217346, 0.20000001788139343, 0.16470588743686676]","[71.54999542236328, 73.3499984741211, 67.94999694824219, 64.79999542236328]"
1.44755E+18,"[3.2200000286102295, 3.359999895095825, 3.309999942779541, 3.2899999618530273]","[0.15900000929832458, 0.30800002813339233, -0.005000000353902578, 0.005000000353902578]","[1.0, 0.8941177129745483, 1.0, 1.0]","[0.25882354378700256, 0.22352942824363708, 0.16862745583057404, 0.20000001788139343]","[74.25, 72.0, 63.0, 67.04999542236328]"
1.44755E+18,"[3.240000009536743, 3.359999895095825, 3.259999990463257, 3.3399999141693115]","[0.1940000057220459, 0.31700000166893005, -0.03400000184774399, 0.0010000000474974513]","[0.8823530077934265, 0.9058824181556702, 0.9372549653053284, 1.0]","[0.24313727021217346, 0.2196078598499298, 0.21176472306251526, 0.20000001788139343]","[73.3499984741211, 72.0, 66.5999984741211, 67.94999694824219]"
1.44755E+18,"[3.240000009536743, 3.369999885559082, 3.2300000190734863, 3.379999876022339]","[0.18000000715255737, 0.30300000309944153, -0.023000001907348633, 0.0]","[0.9019608497619629, 0.9215686917304993, 0.9215686917304993, 1.0]","[0.21568629145622253, 0.2196078598499298, 0.19215688109397888, 0.18431372940540314]","[70.6500015258789, 72.0, 65.25, 68.4000015258789]"
1.44755E+18,"[3.259999990463257, 3.369999885559082, 3.2300000190734863, 3.379999876022339]","[0.16200000047683716, 0.3160000145435333, -0.04100000113248825, 0.004000000189989805]","[0.9333333969116211, 1.0, 1.0, 0.9058824181556702]","[0.2196078598499298, 0.21568629145622253, 0.20784315466880798, 0.18431372940540314]","[73.3499984741211, 71.0999984741211, 66.5999984741211, 66.5999984741211]"
1.44755E+18,"[3.2699999809265137, 3.379999876022339, 3.2300000190734863, 3.419999837875366]","[0.17100000381469727, 0.3290000259876251, -0.052000001072883606, -0.0020000000949949026]","[0.8980392813682556, 0.9098039865493774, 1.0, 0.9215686917304993]","[0.20784315466880798, 0.23137256503105164, 0.2196078598499298, 0.19215688109397888]","[71.0999984741211, 73.79999542236328, 67.94999694824219, 68.8499984741211]"
1.44755E+18,"[3.240000009536743, 3.419999837875366, 3.240000009536743, 3.429999828338623]","[0.16700001060962677, 0.30800002813339233, -0.036000002175569534, -0.0020000000949949026]","[0.8823530077934265, 0.8705883026123047, 0.8784314393997192, 0.8705883026123047]","[0.23137256503105164, 0.22745099663734436, 0.21176472306251526, 0.19215688109397888]","[73.79999542236328, 72.44999694824219, 68.4000015258789, 68.4000015258789]"
1.44755E+18,"[3.2699999809265137, 3.4099998474121094, 3.240000009536743, 3.3999998569488525]","[0.164000004529953, 0.3050000071525574, -0.0430000014603138, 0.005000000353902578]","[1.0, 0.8823530077934265, 0.9372549653053284, 0.8862745761871338]","[0.21568629145622253, 0.2039215862751007, 0.20000001788139343, 0.18431372940540314]","[72.0, 71.54999542236328, 67.04999542236328, 67.94999694824219]"
